FiscalYear,Superintendent_Name,field_support_center_name,location_name,principal_name,location_category_description,NthYearTeaching,experience_category,Tenure,upForTenure,flag_Extended,prior_HEDI_Rating,MOTPOptionID,observation_completion_pct,NmbrComponentRated,MOTP_Score,MOTP_Rating,growthRanking_current,MOTPComponent_2char,Component_Average,Component_Rating,PrincipalActiveYears,Fake_DBN,Fake_EmpID,Teacher_Name
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,18,10,Y,,,E,B,0.1666666667,7,2.82,Effective,329,1e,3,E,0.6,00B971,6600927,"AYW, RFT"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,18,10,Y,,,E,B,0.1666666667,7,2.82,Effective,329,2d,3,E,0.6,00B971,6600927,"AYW, RFT"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,18,10,Y,,,E,C,0.75,8,2.54,Effective,329,3c,2.67,E,0.6,00B971,6600927,"AYW, RFT"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,18,10,Y,,,E,C,0.75,8,2.54,Effective,329,3b,3,E,0.6,00B971,6600927,"AYW, RFT"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,18,10,Y,,,E,C,0.75,8,2.54,Effective,329,2a,3,E,0.6,00B971,6600927,"AYW, RFT"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,18,10,Y,,,E,C,0.75,8,2.54,Effective,329,2d,3,E,0.6,00B971,6600927,"AYW, RFT"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,18,10,Y,,,E,B,0.1666666667,7,2.82,Effective,329,4e,,,0.6,00B971,6600927,"AYW, RFT"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,18,10,Y,,,E,B,0.1666666667,7,2.82,Effective,329,3c,3,E,0.6,00B971,6600927,"AYW, RFT"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,4e,4,H,4.48,00A681,7408676,"COQ, DOA"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,3d,4,H,4.48,00A681,7408676,"COQ, DOA"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,3c,4,H,4.48,00A681,7408676,"COQ, DOA"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,3b,4,H,4.48,00A681,7408676,"COQ, DOA"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.77,Highly Effective,582,4e,4,H,4.48,00A681,7408676,"COQ, DOA"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.77,Highly Effective,582,2d,4,H,4.48,00A681,7408676,"COQ, DOA"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,2d,4,H,4.48,00A681,7408676,"COQ, DOA"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.77,Highly Effective,582,3c,3,E,4.48,00A681,7408676,"COQ, DOA"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,2a,4,H,4.48,00A681,7408676,"COQ, DOA"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,1e,4,H,4.48,00A681,7408676,"COQ, DOA"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.77,Highly Effective,582,3b,4,H,4.48,00A681,7408676,"COQ, DOA"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.77,Highly Effective,582,3d,3.67,H,4.48,00A681,7408676,"COQ, DOA"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,1a,4,H,4.48,00A681,7408676,"COQ, DOA"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.77,Highly Effective,582,1a,4,H,4.48,00A681,7408676,"COQ, DOA"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.77,Highly Effective,582,2a,4,H,4.48,00A681,7408676,"COQ, DOA"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,13,10,Y,,,H,E,1,8,3.77,Highly Effective,582,1e,4,H,4.48,00A681,7408676,"COQ, DOA"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,18,10,Y,,,E,C,0.25,7,3.41,Effective,597,4e,3,E,8.63,00B111,7984965,"WHH, QPL"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,18,10,Y,,,E,C,0.25,7,3.41,Effective,597,3d,3,E,8.63,00B111,7984965,"WHH, QPL"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,18,10,Y,,,E,C,0.25,7,3.41,Effective,597,3c,3,E,8.63,00B111,7984965,"WHH, QPL"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,18,10,Y,,,E,C,0.25,7,3.41,Effective,597,2d,4,H,8.63,00B111,7984965,"WHH, QPL"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,18,10,Y,,,E,C,0.25,7,3.41,Effective,597,2a,4,H,8.63,00B111,7984965,"WHH, QPL"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,18,10,Y,,,E,C,0.25,7,3.41,Effective,597,1e,3,E,8.63,00B111,7984965,"WHH, QPL"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,18,10,Y,,,E,C,0.25,7,3.41,Effective,597,1a,3,E,8.63,00B111,7984965,"WHH, QPL"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,18,10,Y,,,E,C,0.5,8,3.11,Effective,597,4e,3.5,E,8.63,00B111,7984965,"WHH, QPL"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,18,10,Y,,,E,C,0.5,8,3.11,Effective,597,3d,3,E,8.63,00B111,7984965,"WHH, QPL"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,18,10,Y,,,E,C,0.5,8,3.11,Effective,597,3c,3,E,8.63,00B111,7984965,"WHH, QPL"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,18,10,Y,,,E,C,0.5,8,3.11,Effective,597,3b,3,E,8.63,00B111,7984965,"WHH, QPL"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,18,10,Y,,,E,C,0.5,8,3.11,Effective,597,2d,3,E,8.63,00B111,7984965,"WHH, QPL"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,18,10,Y,,,E,C,0.5,8,3.11,Effective,597,2a,3.5,E,8.63,00B111,7984965,"WHH, QPL"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,18,10,Y,,,E,C,0.5,8,3.11,Effective,597,1e,3,E,8.63,00B111,7984965,"WHH, QPL"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,18,10,Y,,,E,C,0.5,8,3.11,Effective,597,1a,3,E,8.63,00B111,7984965,"WHH, QPL"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,18,10,Y,,,E,C,0.25,7,3.41,Effective,597,3b,,,8.63,00B111,7984965,"WHH, QPL"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,17,10,Y,,,E,C,0.5,8,2.78,Effective,597,3b,2.5,D,8.63,00B111,5627080,"DWH, XAU"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,17,10,Y,,,E,C,0.5,8,2.78,Effective,597,3c,2.5,D,8.63,00B111,5627080,"DWH, XAU"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,17,10,Y,,,E,C,0.5,8,2.78,Effective,597,2d,3.5,E,8.63,00B111,5627080,"DWH, XAU"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,17,10,Y,,,E,C,0.5,8,2.78,Effective,597,2a,3,E,8.63,00B111,5627080,"DWH, XAU"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,17,10,Y,,,E,C,0.5,8,2.78,Effective,597,1e,2.5,D,8.63,00B111,5627080,"DWH, XAU"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,17,10,Y,,,E,C,0.5,8,2.78,Effective,597,1a,2.5,D,8.63,00B111,5627080,"DWH, XAU"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,17,10,Y,,,E,C,0.25,7,2.26,Developing,597,3d,3,E,8.63,00B111,5627080,"DWH, XAU"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,17,10,Y,,,E,C,0.25,7,2.26,Developing,597,3c,2,D,8.63,00B111,5627080,"DWH, XAU"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,17,10,Y,,,E,C,0.25,7,2.26,Developing,597,3b,2,D,8.63,00B111,5627080,"DWH, XAU"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,17,10,Y,,,E,C,0.25,7,2.26,Developing,597,2d,2,D,8.63,00B111,5627080,"DWH, XAU"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,17,10,Y,,,E,C,0.25,7,2.26,Developing,597,2a,2,D,8.63,00B111,5627080,"DWH, XAU"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,17,10,Y,,,E,C,0.25,7,2.26,Developing,597,1e,2.5,D,8.63,00B111,5627080,"DWH, XAU"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,17,10,Y,,,E,C,0.25,7,2.26,Developing,597,1a,3,E,8.63,00B111,5627080,"DWH, XAU"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,17,10,Y,,,E,C,0.5,8,2.78,Effective,597,4e,3,E,8.63,00B111,5627080,"DWH, XAU"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,17,10,Y,,,E,C,0.5,8,2.78,Effective,597,3d,2.5,D,8.63,00B111,5627080,"DWH, XAU"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,17,10,Y,,,E,C,0.25,7,2.26,Developing,597,4e,,,8.63,00B111,5627080,"DWH, XAU"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,17,10,Y,,,E,C,0.25,8,3,Effective,329,3d,3,E,0.6,00B971,7343621,"XQA, CHP"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,17,10,Y,,,E,C,0.25,8,3,Effective,329,3b,3,E,0.6,00B971,7343621,"XQA, CHP"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,17,10,Y,,,E,C,0.25,8,3,Effective,329,2a,3,E,0.6,00B971,7343621,"XQA, CHP"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,17,10,Y,,,E,E,0.6666666667,8,2.83,Effective,329,1e,3,E,0.6,00B971,7343621,"XQA, CHP"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,17,10,Y,,,E,E,0.6666666667,8,2.83,Effective,329,1a,3,E,0.6,00B971,7343621,"XQA, CHP"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,17,10,Y,,,E,E,0.6666666667,8,2.83,Effective,329,4e,3,E,0.6,00B971,7343621,"XQA, CHP"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,17,10,Y,,,E,E,0.6666666667,8,2.83,Effective,329,3d,2,D,0.6,00B971,7343621,"XQA, CHP"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,17,10,Y,,,E,E,0.6666666667,8,2.83,Effective,329,3c,3,E,0.6,00B971,7343621,"XQA, CHP"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,17,10,Y,,,E,E,0.6666666667,8,2.83,Effective,329,3b,3,E,0.6,00B971,7343621,"XQA, CHP"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,17,10,Y,,,E,E,0.6666666667,8,2.83,Effective,329,2d,3,E,0.6,00B971,7343621,"XQA, CHP"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,17,10,Y,,,E,C,0.25,8,3,Effective,329,3c,3,E,0.6,00B971,7343621,"XQA, CHP"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,17,10,Y,,,E,C,0.25,8,3,Effective,329,4e,3,E,0.6,00B971,7343621,"XQA, CHP"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,17,10,Y,,,E,E,0.6666666667,8,2.83,Effective,329,2a,3,E,0.6,00B971,7343621,"XQA, CHP"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,17,10,Y,,,E,C,0.25,8,3,Effective,329,2d,3,E,0.6,00B971,7343621,"XQA, CHP"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,17,10,Y,,,E,C,0.25,8,3,Effective,329,1e,3,E,0.6,00B971,7343621,"XQA, CHP"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,17,10,Y,,,E,C,0.25,8,3,Effective,329,1a,3,E,0.6,00B971,7343621,"XQA, CHP"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,16,10,Y,,,E,E,1,8,3.3,Effective,582,4e,4,H,4.48,00A681,6014319,"TNF, WXG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,16,10,Y,,,E,E,1,8,3.3,Effective,582,3d,3,E,4.48,00A681,6014319,"TNF, WXG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,16,10,Y,,,E,E,1,8,3.3,Effective,582,3c,3,E,4.48,00A681,6014319,"TNF, WXG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,16,10,Y,,,E,E,1,8,3.3,Effective,582,3b,3,E,4.48,00A681,6014319,"TNF, WXG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,16,10,Y,,,E,E,1,8,3.3,Effective,582,2d,3.33,E,4.48,00A681,6014319,"TNF, WXG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,16,10,Y,,,E,E,1,8,3.3,Effective,582,2a,4,H,4.48,00A681,6014319,"TNF, WXG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,16,10,Y,,,E,E,1,8,3.3,Effective,582,1e,2.5,D,4.48,00A681,6014319,"TNF, WXG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,16,10,Y,,,E,E,1,8,3.3,Effective,582,1a,4,H,4.48,00A681,6014319,"TNF, WXG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,16,10,Y,,,E,C,0.5,8,3.92,Highly Effective,582,1a,4,H,4.48,00A681,6014319,"TNF, WXG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,16,10,Y,,,E,C,0.5,8,3.92,Highly Effective,582,2a,4,H,4.48,00A681,6014319,"TNF, WXG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,16,10,Y,,,E,C,0.5,8,3.92,Highly Effective,582,3b,3.5,E,4.48,00A681,6014319,"TNF, WXG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,16,10,Y,,,E,C,0.5,8,3.92,Highly Effective,582,4e,4,H,4.48,00A681,6014319,"TNF, WXG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,16,10,Y,,,E,C,0.5,8,3.92,Highly Effective,582,3d,4,H,4.48,00A681,6014319,"TNF, WXG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,16,10,Y,,,E,C,0.5,8,3.92,Highly Effective,582,3c,4,H,4.48,00A681,6014319,"TNF, WXG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,16,10,Y,,,E,C,0.5,8,3.92,Highly Effective,582,1e,4,H,4.48,00A681,6014319,"TNF, WXG"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,16,10,Y,,,E,C,0.5,8,3.92,Highly Effective,582,2d,4,H,4.48,00A681,6014319,"TNF, WXG"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,H,E,0.3333333333,8,4,Highly Effective,582,4e,4,H,4.48,00A681,3163910,"ULK, PGH"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,H,E,0.3333333333,8,4,Highly Effective,582,3d,4,H,4.48,00A681,3163910,"ULK, PGH"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,H,E,0.3333333333,8,4,Highly Effective,582,3c,4,H,4.48,00A681,3163910,"ULK, PGH"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,H,E,0.3333333333,8,4,Highly Effective,582,3b,4,H,4.48,00A681,3163910,"ULK, PGH"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,H,E,0.3333333333,8,4,Highly Effective,582,2d,4,H,4.48,00A681,3163910,"ULK, PGH"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,H,E,0.3333333333,8,4,Highly Effective,582,2a,4,H,4.48,00A681,3163910,"ULK, PGH"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,H,E,0.3333333333,8,4,Highly Effective,582,1e,4,H,4.48,00A681,3163910,"ULK, PGH"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,H,E,0.3333333333,8,4,Highly Effective,582,1a,4,H,4.48,00A681,3163910,"ULK, PGH"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,H,E,1,8,3.83,Highly Effective,582,4e,4,H,4.48,00A681,3163910,"ULK, PGH"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,H,E,1,8,3.83,Highly Effective,582,3d,4,H,4.48,00A681,3163910,"ULK, PGH"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,H,E,1,8,3.83,Highly Effective,582,3b,3,E,4.48,00A681,3163910,"ULK, PGH"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,H,E,1,8,3.83,Highly Effective,582,2d,4,H,4.48,00A681,3163910,"ULK, PGH"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,H,E,1,8,3.83,Highly Effective,582,2a,4,H,4.48,00A681,3163910,"ULK, PGH"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,H,E,1,8,3.83,Highly Effective,582,3c,4,H,4.48,00A681,3163910,"ULK, PGH"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,H,E,1,8,3.83,Highly Effective,582,1e,4,H,4.48,00A681,3163910,"ULK, PGH"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,H,E,1,8,3.83,Highly Effective,582,1a,4,H,4.48,00A681,3163910,"ULK, PGH"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.75,8,3.31,Effective,582,3c,3,E,4.48,00A681,3382965,"EJE, DUE"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.75,8,3.31,Effective,582,3b,3,E,4.48,00A681,3382965,"EJE, DUE"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.75,8,3.31,Effective,582,2d,3.5,E,4.48,00A681,3382965,"EJE, DUE"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.75,8,3.31,Effective,582,2a,4,H,4.48,00A681,3382965,"EJE, DUE"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.75,8,3.31,Effective,582,1e,3,E,4.48,00A681,3382965,"EJE, DUE"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.75,8,3.31,Effective,582,1a,3.5,E,4.48,00A681,3382965,"EJE, DUE"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.75,8,3.31,Effective,582,4e,3.5,E,4.48,00A681,3382965,"EJE, DUE"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.75,8,3.31,Effective,582,3d,3,E,4.48,00A681,3382965,"EJE, DUE"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.25,6,3.44,Effective,582,3c,3,E,4.48,00A681,3382965,"EJE, DUE"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.25,6,3.44,Effective,582,4e,,,4.48,00A681,3382965,"EJE, DUE"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.25,6,3.44,Effective,582,3d,3,E,4.48,00A681,3382965,"EJE, DUE"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.25,6,3.44,Effective,582,3b,,,4.48,00A681,3382965,"EJE, DUE"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.25,6,3.44,Effective,582,2d,4,H,4.48,00A681,3382965,"EJE, DUE"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.25,6,3.44,Effective,582,2a,4,H,4.48,00A681,3382965,"EJE, DUE"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.25,6,3.44,Effective,582,1e,3,E,4.48,00A681,3382965,"EJE, DUE"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.25,6,3.44,Effective,582,1a,3,E,4.48,00A681,3382965,"EJE, DUE"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.25,8,1.22,Ineffective,329,3d,1,I,0.6,00B971,0784581,"EXQ, OUS"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.25,8,1.22,Ineffective,329,3b,2,D,0.6,00B971,0784581,"EXQ, OUS"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.25,8,1.22,Ineffective,329,2d,1,I,0.6,00B971,0784581,"EXQ, OUS"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.25,8,1.22,Ineffective,329,2a,1,I,0.6,00B971,0784581,"EXQ, OUS"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.25,8,1.22,Ineffective,329,1e,1,I,0.6,00B971,0784581,"EXQ, OUS"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.25,8,1.22,Ineffective,329,1a,1,I,0.6,00B971,0784581,"EXQ, OUS"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0,,,,329,,,,0.6,00B971,0784581,"EXQ, OUS"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.25,8,1.22,Ineffective,329,3c,1,I,0.6,00B971,0784581,"EXQ, OUS"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,15,10,Y,,,E,C,0.25,8,1.22,Ineffective,329,4e,2,D,0.6,00B971,0784581,"EXQ, OUS"
2019,Supt C,Center of B,The B111 High school,Name of principal,High school,15,10,Y,,,,A,0,,,,597,,,,8.63,00B111,0055700,"PKG, HRO"
2018,Supt C,Center of B,The B111 High school,Name of principal,High school,15,10,Y,,,,,,,,,597,,,,8.63,00B111,0055700,"PKG, HRO"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,14,10,Y,,,H,E,1,8,3.99,Highly Effective,582,3c,4,H,4.48,00A681,8472739,"DDF, ZLW"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,14,10,Y,,,H,E,1,8,3.99,Highly Effective,582,1e,4,H,4.48,00A681,8472739,"DDF, ZLW"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,14,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,4e,4,H,4.48,00A681,8472739,"DDF, ZLW"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,14,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,3d,4,H,4.48,00A681,8472739,"DDF, ZLW"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,14,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,3c,4,H,4.48,00A681,8472739,"DDF, ZLW"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,14,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,3b,4,H,4.48,00A681,8472739,"DDF, ZLW"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,14,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,2d,4,H,4.48,00A681,8472739,"DDF, ZLW"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,14,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,2a,4,H,4.48,00A681,8472739,"DDF, ZLW"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,14,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,1e,4,H,4.48,00A681,8472739,"DDF, ZLW"
2019,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,14,10,Y,,,H,E,0.6666666667,8,4,Highly Effective,582,1a,4,H,4.48,00A681,8472739,"DDF, ZLW"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,14,10,Y,,,H,E,1,8,3.99,Highly Effective,582,1a,3.75,H,4.48,00A681,8472739,"DDF, ZLW"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,14,10,Y,,,H,E,1,8,3.99,Highly Effective,582,2d,4,H,4.48,00A681,8472739,"DDF, ZLW"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,14,10,Y,,,H,E,1,8,3.99,Highly Effective,582,2a,4,H,4.48,00A681,8472739,"DDF, ZLW"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,14,10,Y,,,H,E,1,8,3.99,Highly Effective,582,4e,4,H,4.48,00A681,8472739,"DDF, ZLW"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,14,10,Y,,,H,E,1,8,3.99,Highly Effective,582,3d,4,H,4.48,00A681,8472739,"DDF, ZLW"
2018,Supt Z,Center of A,The A681 Elementary,Name of principal,Elementary,14,10,Y,,,H,E,1,8,3.99,Highly Effective,582,3b,4,H,4.48,00A681,8472739,"DDF, ZLW"
2019,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,H,C,0.25,8,2.83,Effective,329,1a,3,E,0.6,00B971,1518170,"DLL, FXH"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,H,A,0.5,8,2.32,Developing,329,4e,2,D,0.6,00B971,1518170,"DLL, FXH"
2018,Supt Z,Center of B,The B971 Elementary,Name of principal,Elementary,14,10,Y,,,H,A,0.5,8,2.32,Developing,329,3d,1.5,I,0.6,00B971,1518170,"DLL, FXH"
